Scenario,Version,Case,Asset,Category,Unit,Basis,Account,CY2022,CY2023,CY2024,CY2025,CY2026,CY2027,CY2028,CY2029,CY2030,CY2031,CY2032,CY2033,CY2034,CY2035,CY2036,CY2037,CY2038,CY2039,CY2040,CY2041,CY2042,CY2043,CY2044,CY2045,CY2046,CY2047,CY2048,CY2049,CY2050,CY2051,CY2052,CY2053,CY2054,CY2055,CY2056,CY2057,CY2058,CY2059,CY2060,CY2061,CY2062,CY2063,CY2064,CY2065,CY2066,CY2067,CY2068,CY2069,CY2070,CY2071,CY2072,CY2073,CY2074,CY2075,CY2076,CY2077,CY2078,CY2079,CY2080,CY2081,CY2082
Gate,S,Case2,Pingu,CAT_Default,MMstb,STO_Nom_Input,SV0003,0,0,0,0,0,0,0,0.010714518,0.030765231,0.060035111,0.100260066,0.109089141,0.116260327,0.120609849,0.115200577,0.083076527,0.071913403,0.068617128,0.053559589,0.038020937,0.024653795,0.01386776,0.006195956,0.004076458,0.004538067,0.003049217,0.001891945,0.001417333,0.001248293,0.000539627,0.000903712,0.001592874,0.001475847,0.001527859,7.80183E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,S,Case1,Pingu,CAT_Default,MMstb,STO_Nom_Input,SV0004,0,0,0,0,0,0,-0.007629733,-0.012695679,-0.006135572,0.002428281,0.003529441,0.002993006,0.002917685,0.002456571,0.001336492,0.001374152,0.000734106,0.000593015,0.000489404,0.000762397,0.000320023,0.000498774,0.000536435,0.000423634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,S,Case2,Pingu,CAT_Default,MMstb,STO_Nom_Input,SV0004,0,0,0,0,0,0,-0.000403938,-0.045251792,0.107452809,0.285320036,0.264175244,0.197035416,0.146645536,0.114055844,0.083318879,0.053572908,0.093455022,0.024403222,0.001405703,0.005342749,0.001685767,0.01153646,0.00112564,0.000280063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,S,Case1,Pingu,CAT_Default,PJ,STO_Nom_Input,SV12,0,0,0,0,0,0,9.444428315,12.20395325,9.445419766,12.54283805,12.63300338,12.56408341,12.6510761,12.80563612,12.88980317,12.79096266,12.80943904,12.7260864,12.74580918,12.61953381,12.45870641,12.67016152,12.68302913,11.83309417,9.243333862,6.957035251,5.12470758,4.060017404,3.114782829,0.691288738,0.04899181,0.058389342,0.059770291,0.038631154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,S,Case2,Pingu,CAT_Default,PJ,STO_Nom_Input,SV12,0,0,0,0,0,0,0,2.056522746,6.625677943,12.58765411,18.46182512,18.99735419,19.151314,19.646967,18.01606712,12.93309993,11.20814393,10.60080825,8.416210074,6.208522788,4.185819697,2.448259405,1.125243304,0.672732633,0.798181744,0.425643346,0.24705857,0.183745268,0.163144255,0.070439696,0.112808977,0.198535608,0.181165022,0.182700883,0.009455783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,S,Case1,Pingu,CAT_Default,PJ,STO_Nom_Input,SV1202,0,0,0,0,0,0,10.06578673,13.00686358,10.06684341,13.36804396,13.46414135,13.39068707,13.48340309,13.64813178,13.73783626,13.63249293,13.6521849,13.5633484,13.58436876,13.44978561,13.27837721,13.50374416,13.51745834,12.61160532,9.851462076,7.414745584,5.461867236,4.327130025,3.319707518,0.736769319,0.05221503,0.062230836,0.063702638,0.041172736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,S,Case2,Pingu,CAT_Default,PJ,STO_Nom_Input,SV1202,0,0,0,0,0,0,0,1.84519023,5.94480962,11.29412083,16.56464992,17.04514692,17.1832855,17.62800417,16.16469893,11.60406792,10.05637196,9.511447347,7.55134298,5.570522189,3.755676237,2.196671222,1.009610983,0.603601241,0.716158943,0.381903358,0.221670322,0.164863225,0.146379215,0.063201168,0.101216494,0.178133679,0.162548131,0.163926163,0.008484087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,Decommissioning_Future,USDM,STO_Nom_Input,AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034502424,-0.130517069,-0.133780553,-0.137123713,-0.140552921,-0.233815594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,CAT_Abandonment,USDM,STO_Nom_Input,AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.084124293,-0.318228539,-0.326185612,-0.33433695,-0.342698093,-0.570092444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,Decommissioning_Future,USDM,STO_Nom_Input,AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011484717,-0.043446275,-0.04453201,-0.045645462,-0.046786632,-0.055074315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,CAT_Abandonment,USDM,STO_Nom_Input,AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005785149,-0.021885012,-0.022431925,-0.022992799,-0.023567636,-0.027742356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,Decommissioning_Future,USDM,STO_Nom_Input,AB0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004955038,-0.018744104,-0.019212786,-0.019692911,-0.020185394,-0.033579238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,CAT_Abandonment,USDM,STO_Nom_Input,AB0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027233883,-0.103021356,-0.10559733,-0.108236194,-0.110942979,-0.184558232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,Decommissioning_Future,USDM,STO_Nom_Input,AB0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02373925,-0.089804737,-0.092048982,-0.094350521,-0.096709354,-0.113840238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,CAT_Abandonment,USDM,STO_Nom_Input,AB0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143053922,-0.541167901,-0.554691835,-0.568561026,-0.582775472,-0.686007049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,CAT_Default,USDM,STO_Nom_Input,CF,0,0,-3.634266361,-39.73447752,-19.19401313,2.167581812,46.48268154,43.51663362,31.71077312,22.80021008,17.55523793,14.30184594,12.09651435,10.47852704,8.671699746,7.260631746,6.329944248,5.565978863,4.934799658,4.403715666,3.945981388,3.519662747,3.290765243,3.076388286,2.888046286,2.768991163,2.671677385,2.551480536,2.385317139,2.183128696,1.7851649,1.400233765,1.031535763,0.405992304,-0.780623628,-1.246932985,-1.647811822,-1.985209573,-2.192238198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,CAT_Default,USDM,STO_Nom_Input,CF,0,0,-3.933448485,-27.1780282,0.216088283,12.9146636,13.81390013,12.41102851,10.6977087,9.222749403,8.066613127,7.088102523,6.284029852,5.617610261,4.859913626,4.276046736,3.902843376,3.601671774,3.332083973,3.091842961,2.880284626,2.688579765,2.523593205,2.366617941,2.204245888,2.058455679,1.927604511,1.796068257,1.683497664,1.569235331,1.45553225,1.37107809,1.316984366,0.99914004,0.268133744,0.158771864,0.095841945,0.028004583,0.365828214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,CAT_Default,USDM,STO_Nom_Input,CF11,0,0,-0.450277837,-4.930910076,-2.323468023,0.752521492,6.472298637,6.075667622,4.399224165,3.136958789,2.400513912,1.948740299,1.645844104,1.425659572,1.176451914,0.982815922,0.857170711,0.754429948,0.669850054,0.598848353,0.537677954,0.480391509,0.451028705,0.423271923,0.398849352,0.384056959,0.372083299,0.356532589,0.334107862,0.30627808,0.250018118,0.195483365,0.143155031,0.05895951,-0.097539812,-0.166341054,-0.225488281,-0.275288395,-0.405964718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,CAT_Default,USDM,STO_Nom_Input,CF11,0,0,-0.433850953,-3.002027594,0.063675075,1.579235913,1.705399827,1.534407792,1.322302068,1.13975301,0.997236747,0.876736842,0.777954065,0.696251866,0.60230258,0.530233778,0.484834677,0.448349903,0.41562994,0.386422885,0.360681409,0.337298666,0.317181507,0.297951354,0.277901369,0.259875771,0.243674565,0.227303897,0.213299594,0.199015908,0.184753594,0.174201132,0.167509661,0.131172976,0.048776134,0.033220716,0.023840749,0.014013463,-0.015816481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,CAT_Default,USDM,STO_Nom_Input,CF12,0,0,-0.875171476,-9.552849473,-4.730478625,-0.437859051,9.779075713,9.122619544,6.703511002,4.87163217,3.780348507,3.09345267,2.621209381,2.270689308,1.885852955,1.583350261,1.379730689,1.211798392,1.072453144,0.954881331,0.853492594,0.759688659,0.706556636,0.657304178,0.614105969,0.585518919,0.56191946,0.53428088,0.497911061,0.454730581,0.372689442,0.293564625,0.21796185,0.080596275,-0.186352108,-0.276772872,-0.354511919,-0.419900179,-0.261458487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,CAT_Default,USDM,STO_Nom_Input,CF12,0,0,-1.256548095,-8.66922262,-0.048715411,3.668193325,3.875715473,3.475619233,2.996649777,2.584181799,2.259177768,1.983741906,1.756719155,1.568052403,1.356672546,1.192825973,1.086118602,0.999561554,0.922263005,0.853519094,0.793054592,0.73842854,0.69139157,0.64691287,0.60136484,0.560545323,0.523976053,0.487456414,0.456188673,0.424650215,0.39341857,0.370096354,0.354958797,0.257203115,0.028903485,0.004295366,-0.008599757,-0.023340263,0.282858003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,Legacy Capex,USDM,STO_Nom_Input,CX,0,0,-0.354238811,-3.883912454,-2.691790445,-2.944552613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,CAT_CAPEX,USDM,STO_Nom_Input,CX,0,0,-1.539811679,-16.88266099,-11.70072345,-12.79943462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,Legacy Capex,USDM,STO_Nom_Input,CX,0,0,-2.818457647,-19.68893673,-4.376752966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,CAT_CAPEX,USDM,STO_Nom_Input,CX,0,0,-1.557125331,-10.87763095,-2.4180434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,Legacy Capex,USDM,STO_Nom_Input,CX0003,0,0,0,-7.684489586,-9.392276897,-8.918384173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,CAT_CAPEX,USDM,STO_Nom_Input,CX0003,0,0,0,-4.632035955,-5.661451395,-5.375799614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,Legacy Capex,USDM,STO_Nom_Input,CX0003,0,0,0,-1.712532115,-0.118291743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,CAT_CAPEX,USDM,STO_Nom_Input,CX0003,0,0,0,-13.09300491,-0.904388513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,Legacy Capex,USDM,STO_Nom_Input,CX0004,0,0,-0.846108156,-4.825106749,-0.988352823,-1.866613073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,CAT_CAPEX,USDM,STO_Nom_Input,CX0004,0,0,-2.509948967,-14.31350308,-2.931912582,-5.53723956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,Legacy Capex,USDM,STO_Nom_Input,CX0004,0,0,-1.248381568,-2.241000821,-1.491008944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,CAT_CAPEX,USDM,STO_Nom_Input,CX0004,0,0,-2.064320578,-3.705713243,-2.465528587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,CAT_Default,USDM,STO_Nom_Input,OA,0,0,-5.517788308,-60.67820582,-33.53570651,-4.306821904,60.28852221,56.99672773,40.57893945,28.29074847,21.28000255,17.10209397,14.38349638,12.45817246,10.19532077,8.461636334,7.388351718,6.520782514,5.814310367,5.225449777,4.718823615,4.23625497,4.024509568,3.817491821,3.634344269,3.540495867,3.467779188,3.352085454,3.160758168,2.909496711,2.364576547,1.833518223,1.321727321,0.415828435,-1.364606256,-2.119086396,-2.77066423,-3.32314864,-7.569331685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,S1,ktCO2e,STO_Nom_Input,OA,0,0,0,0.004160504,0.308992313,1.224710789,1.701434836,1.562995927,1.120027809,0.78941372,0.591834557,0.47198948,0.391815135,0.333752953,0.282761486,0.240544439,0.207157273,0.180108162,0.157833511,0.139411898,0.123647521,0.109801878,0.101497412,0.094005392,0.087696527,0.082835471,0.078731401,0.074280946,0.068787447,0.062758803,0.052352679,0.042450564,0.033425112,0.02470226,0.013634504,0.003406437,-0.005160737,-0.011508521,-0.017318242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,CAT_Emission_S1_S2,ktCO2e,STO_Nom_Input,OA,0,0,0,0.04217235,3.132056407,12.41410583,17.24635098,15.84308477,11.35300177,8.001779327,5.999046379,4.784253887,3.971578105,3.383039093,2.866171378,2.438244321,2.099820089,1.825640638,1.599856819,1.413128778,1.253335417,1.112991043,1.028814007,0.952872216,0.888923312,0.839649911,0.79804959,0.752938194,0.697254123,0.636145638,0.53066545,0.430294074,0.338808873,0.250390931,0.138204196,0.034528858,-0.052311072,-0.11665448,-0.175543886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,S3,ktCO2e,STO_Nom_Input,OA,0,0,0,0.425230525,42.00833136,166.5030279,231.3150246,212.4937765,152.2709594,107.3230445,80.46158189,64.16840437,53.26842794,45.37473968,38.44220972,32.7026728,28.16355124,24.48619847,21.45790284,18.95348576,16.81030108,14.92785445,13.79885955,12.78028014,11.92260438,11.26177236,10.70377037,10.09872817,9.351897964,8.532275544,7.117465341,5.771250513,4.544282343,3.358311235,1.853632267,0.463091079,-0.701554734,-1.564584064,-2.354443016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,CAT_Emission,ktCO2e,STO_Nom_Input,OA,0,0,0,0.447661191,43.46254484,172.2668895,239.3224954,219.8497131,157.542146,111.038267,83.24693668,66.38972948,55.11242898,46.94548895,39.77296495,33.83474913,29.13849819,25.33384299,22.2007159,19.60960725,17.39223003,15.44461618,14.27653749,13.2226987,12.33533084,11.6516276,11.07430419,10.44831659,9.675631754,8.827636918,7.363853692,5.971029093,4.701590275,3.474561006,1.917800764,0.479123293,-0.725844003,-1.61874734,-2.435948397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,CAT_Default,%,STO_Nom_Input,OA,0,0,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0.285797424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,CAT_Default,USDM,STO_Nom_Input,OA,0,0,-4.988952254,-34.79534679,-2.376704128,13.30465897,14.74696709,13.31934401,11.47163602,9.882451719,8.655058194,7.620114237,6.777122341,6.083880158,5.262040902,4.639118809,4.262214102,3.96288623,3.692962759,3.450916855,3.237048738,3.041433994,2.873327975,2.710471517,2.537030161,2.380495477,2.2393149,2.094694659,1.971115549,1.843522069,1.714933574,1.620784596,1.562610547,1.170008625,0.234042898,0.038102201,-0.094500664,-0.227643924,-2.249745399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,S1,ktCO2e,STO_Nom_Input,OA,0,0,0,0.041313013,0.602342939,1.225756986,1.280147009,1.133977412,0.972174992,0.831447269,0.71519721,0.6206967,0.54455354,0.482007885,0.431020828,0.388189403,0.350799852,0.319527025,0.292332014,0.268539968,0.247461681,0.22910792,0.212789477,0.197835093,0.183559148,0.169961642,0.157724605,0.145487567,0.135289438,0.125769748,0.116253648,0.108776456,0.103334582,0.096539419,0.089740666,0.082259884,0.077503629,0.072743784,0.06662347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,CAT_Emission_S1_S2,ktCO2e,STO_Nom_Input,OA,0,0,0,0.00419277,0.061130502,0.124399465,0.129919393,0.115084952,0.098663969,0.084381812,0.072583841,0.062993186,0.055265579,0.048917953,0.043743386,0.039396516,0.03560193,0.032428117,0.029668153,0.027253549,0.025114359,0.023251675,0.021595551,0.020077862,0.018629027,0.017249045,0.016007134,0.014765223,0.013730237,0.012764104,0.011798335,0.011039491,0.010487207,0.00979758,0.009107589,0.00834838,0.007865678,0.007382612,0.006761474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,S3,ktCO2e,STO_Nom_Input,OA,0,0,0,0.13271916,2.573879191,5.23781564,5.470220517,4.845633677,4.154229739,3.552881752,3.056117758,2.65231506,2.326948232,2.059683114,1.841804318,1.658785764,1.499009332,1.3653771,1.249173026,1.147498304,1.057441701,0.979002561,0.909282733,0.845370329,0.784366542,0.726264178,0.673972509,0.621680839,0.578105211,0.537434929,0.496764648,0.464809754,0.441567631,0.412518085,0.383469192,0.351511028,0.331177522,0.310840747,0.284696547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,CAT_Emission,ktCO2e,STO_Nom_Input,OA,0,0,0,0.073973889,1.415495452,2.880517158,3.008327247,2.66483841,2.284603087,1.953894363,1.680700454,1.458630788,1.279696457,1.132715338,1.012893467,0.912243315,0.824374656,0.750884097,0.686978017,0.63106257,0.581535971,0.53839891,0.50005685,0.464908351,0.431359221,0.399406354,0.370648773,0.341891193,0.317926888,0.295560226,0.273193909,0.255620522,0.242838685,0.226862941,0.210887198,0.193312086,0.182129962,0.170945769,0.156567669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,CAT_Default,%,STO_Nom_Input,OA,0,0,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0.280163592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,CAT_Default,USDM,STO_Nom_Input,OA0003,0,0,-0.07472139,-0.962726276,-2.22141586,-3.114137884,-3.320034271,-2.877361304,-2.493715603,-2.161220436,-1.873055981,-1.623314689,-1.406875203,-1.219291101,-1.056716729,-0.915821907,-0.79371405,-0.687886251,-0.596165365,-0.516678628,-0.447786908,-0.388080998,-0.336337112,-0.291490928,-0.252626459,-0.218942684,-0.189749832,-0.164450843,-0.142522828,-0.123520773,-0.107051584,-0.092777792,-0.080406431,-0.075040316,-0.090638021,-0.119556449,-0.145645336,-0.169308902,-1.808195337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,CAT_Default,USDM,STO_Nom_Input,OA0003,0,0,-0.003932686,-0.035023846,-0.063933917,-0.061516389,-0.053314315,-0.046205795,-0.040044897,-0.034705619,-0.030078148,-0.026067825,-0.022592032,-0.019579775,-0.016969194,-0.014706524,-0.012745682,-0.011046396,-0.009573377,-0.008296941,-0.007190723,-0.006231891,-0.005400931,-0.00468082,-0.004056822,-0.003515857,-0.003047131,-0.002640889,-0.002288618,-0.001983469,-0.001719006,-0.001489833,-0.001291175,-0.001354073,-0.002297959,-0.003792567,-0.005132939,-0.006340665,-0.065307918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,CAT_Default,%,STO_Nom_Input,OA0004,0,0,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0.180512751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,CAT_Default,%,STO_Nom_Input,OA0004,0,0,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0.254675997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,CAT_Default,USDM,STO_Nom_Input,OA0007,0,0,-0.364674841,-3.993487359,-1.881750029,0.609458502,5.241840226,4.920613329,3.562881055,2.540586844,1.944148609,1.578262355,1.332950211,1.154625291,0.952794875,0.795971312,0.694212701,0.611004138,0.542503855,0.485000393,0.435459191,0.389063558,0.365282961,0.342803062,0.323023503,0.311043314,0.301345984,0.288751643,0.270590115,0.248051094,0.202486799,0.158319729,0.115939613,0.047750629,-0.078996372,-0.134717706,-0.182620365,-0.222952905,-0.328786156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case2,Unjust,CAT_Default,USDM,STO_Nom_Input,OA0007,0,0,-1.116530736,-7.725823935,0.163870053,4.064219342,4.388906628,3.948852593,3.402991027,2.933194585,2.566423954,2.256313198,2.002092235,1.791828743,1.550046942,1.364575337,1.247739148,1.153844295,1.069638316,0.994472928,0.928226333,0.868050019,0.8162778,0.766788321,0.715188978,0.668799467,0.627105092,0.584974599,0.548934032,0.51217446,0.475469894,0.448312759,0.431092023,0.337578281,0.125527101,0.085494686,0.06135501,0.036064142,-0.040704271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Unjust,CAT_Default,USDM,STO_Nom_Input,OA0008,0,0,-0.098903796,-1.079574802,-0.534594996,-0.049482785,1.105140802,1.03095419,0.757568889,0.550546866,0.427220067,0.349593445,0.296224871,0.25661233,0.21312168,0.17893562,0.155924417,0.13694626,0.121198748,0.107911867,0.096453849,0.085852995,0.079848504,0.074282446,0.069400584,0.066169939,0.063502947,0.06037949,0.056269309,0.05138945,0.042117918,0.033175962,0.024632035,0.009108246,-0.021059794,-0.031278313,-0.040063662,-0.047453239,-0.029547623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
